"id","source","year","journal","author","title","doi","prereg_link","notes"
"1010","liu",2021,"Nature Human Behaviour","Wang, Ke; Goldenberg, Amit; Dorison, Charles A.; Miller, Jeremy K.; Uusberg, Andero; Lerner, Jennifer S.; Gross, James J.; Agesin, Bamikole Bamikole; Bernardo, Márcia; Campos, Olatz; Eudave, Luis; Grzech, Karolina; Ozery, Daphna Hausman; Jackson, Emily A.; Garcia, Elkin Oswaldo Luis; Drexler, Shira Meir; Jurković, Anita Penić; Rana, Kafeel; Wilson, John Paul; Antoniadi, Maria; Desai, Kermeka; Gialitaki, Zoi; Kushnir, Elizaveta; Nadif, Khaoula; Bravo, Olalla Niño; Nauman, Rafia; Oosterlinck, Marlies; Pantazi, Myrto; Pilecka, Natalia; Szabelska, Anna; Van Steenkiste, I. M. M.; Filip, Katarzyna; Bozdoc, Andreea Ioana; Marcu, Gabriela Mariana; Agadullina, Elena; Adamkovič, Matúš; Roczniewska, Marta; Reyna, Cecilia; Kassianos, Angelos P.; Westerlund, Minja; Ahlgren, Lina; Pöntinen, Sara; Adetula, Gabriel Agboola; Dursun, Pinar; Arinze, Azuka Ikechukwu; Arinze, Nwadiogo Chisom; Ogbonnaya, Chisom Esther; Ndukaihe, Izuchukwu L. G.; Dalgar, Ilker; Akkas, Handan; Macapagal, Paulo Manuel; Lewis, Savannah; Metin-Orta, Irem; Foroni, Francesco; Willis, Megan; Santos, Anabela Caetano; Mokady, Aviv; Reggev, Niv; Kurfali, Merve A.; Vasilev, Martin R.; Nock, Nora L.; Parzuchowski, Michal; Espinoza Barría, Mauricio F.; Vranka, Marek; Kohlová, Markéta Braun; Ropovik, Ivan; Harutyunyan, Mikayel; Wang, Chunhui; Yao, Elvin; Becker, Maja; Manunta, Efisio; Kaminski, Gwenael; Boudesseu, Jordane; Marko, Dafne; Evans, Kortnee; Lewis, David M. G.; Findor, Andrej; Landry, Anais Thibault; Aruta, John Jamir Benzon; Ortiz, Manuel S.; Vally, Zahir; Pronizius, Ekaterina; Voracek, Martin; Lamm, Claus; Grinberg, Maurice; Li, Ranran; Valentova, Jaroslava Varella; Mioni, Giovanna; Cellini, Nicola; Chen, Sau-Chin; Zickfeld, Janis; Moon, Karis; Azab, Habiba; Levy, Neil; Karababa, Alper; Beaudry, Jennifer L.; Boucher, Leanne; Collins, W. Matthew; Todsen, Anna Louise; Van Schie, Kevin; Vintr, Jáchym; Bavolar, Jozef; Kaliska, Lada; Križanić, Valerija; Samojlenko, Lara; Pourafshari, Razieh; Geiger, Sandra J.; Beitner, Julia; Warmelink, Lara; Ross, Robert M.; Stephen, Ian D.; Hostler, Thomas J.; Azouaghe, Soufian; McCarthy, Randy; Szala, Anna; Grano, Caterina; Solorzano, Claudio Singh; Anjum, Gulnaz; Jimenez-Leal, William; Bradford, Maria; Pérez, Laura Calderón; Cruz Vásquez, Julio E.; Galindo-Caballero, Oscar J.; Vargas-Nieto, Juan Camilo; Kácha, Ondřej; Arvanitis, Alexios; Xiao, Qinyu; Cárcamo, Rodrigo; Zorjan, Saša; Tajchman, Zuzanna; Vilares, Iris; Pavlacic, Jeffrey M.; Kunst, Jonas R.; Tamnes, Christian K.; Von Bastian, Claudia C.; Atari, Mohammad; Sharifian, MohammadHasan; Hricova, Monika; Kačmár, Pavol; Schrötter, Jana; Rahal, Rima-Maria; Cohen, Noga; FatahModares, Saeideh; Zrimsek, Miha; Zakharov, Ilya; Koehn, Monica A.; Esteban-Serna, Celia; Calin-Jageman, Robert J.; Krafnick, Anthony J.; Štrukelj, Eva; Isager, Peder Mortvedt; Urban, Jan; Silva, Jaime R.; Martončik, Marcel; Očovaj, Sanja Batić; Šakan, Dušana; Kuzminska, Anna O.; Djordjevic, Jasna Milosevic; Almeida, Inês A. T.; Ferreira, Ana; Lazarevic, Ljiljana B.; Manley, Harry; Ricaurte, Danilo Zambrano; Monteiro, Renan P.; Etabari, Zahra; Musser, Erica; Dunleavy, Daniel; Chou, Weilun; Godbersen, Hendrik; Ruiz-Fernández, Susana; Reeck, Crystal; Batres, Carlota; Kirgizova, Komila; Muminov, Abdumalik; Azevedo, Flavio; Alvarez, Daniela Serrato; Butt, Muhammad Mussaffa; Lee, Jeong Min; Chen, Zhang; Verbruggen, Frederick; Ziano, Ignazio; Tümer, Murat; Charyate, Abdelilah C. A.; Dubrov, Dmitrii; Tejada Rivera, María Del Carmen M. C.; Aberson, Christopher; Pálfi, Bence; Maldonado, Mónica Alarcón; Hubena, Barbora; Sacakli, Asli; Ceary, Chris D.; Richard, Karley L.; Singer, Gage; Perillo, Jennifer T.; Ballantyne, Tonia; Cyrus-Lai, Wilson; Fedotov, Maksim; Du, Hongfei; Wielgus, Magdalena; Pit, Ilse L.; Hruška, Matej; Sousa, Daniela; Aczel, Balazs; Hajdu, Nandor; Szaszi, Barnabas; Adamus, Sylwia; Barzykowski, Krystian; Micheli, Leticia; Schmidt, Nadya-Daniela; Zsido, Andras N.; Paruzel-Czachura, Mariola; Muda, Rafał; Bialek, Michal; Kowal, Marta; Sorokowska, Agnieszka; Misiak, Michal; Mola, Débora; Ortiz, María Victoria; Correa, Pablo Sebastián; Belaus, Anabel; Muchembled, Fany; Ribeiro, Rafael R.; Arriaga, Patricia; Oliveira, Raquel; Vaughn, Leigh Ann; Szwed, Paulina; Kossowska, Małgorzata; Czarnek, Gabriela; Kielińska, Julita; Antazo, Benedict; Betlehem, Ruben; Stieger, Stefan; Nilsonne, Gustav; Simonovic, Nicolle; Taber, Jennifer; Gourdon-Kanhukamwe, Amélie; Domurat, Artur; Ihaya, Keiko; Yamada, Yuki; Urooj, Anum; Gill, Tripat; Čadek, Martin; Bylinina, Lisa; Messerschmidt, Johanna; Kurfalı, Murathan; Adetula, Adeyemi; Baklanova, Ekaterina; Albayrak-Aydemir, Nihan; Kappes, Heather B.; Gjoneska, Biljana; House, Thea; Jones, Marc V.; Berkessel, Jana B.; Chopik, William J.; Çoksan, Sami; Seehuus, Martin; Khaoudi, Ahmed; Bokkour, Ahmed; El Arabi, Kanza Ait; Djamai, Ikhlas; Iyer, Aishwarya; Parashar, Neha; Adiguzel, Arca; Kocalar, Halil Emre; Bundt, Carsten; Norton, James O.; Papadatou-Pastou, Marietta; De La Rosa-Gomez, Anabel; Ankushev, Vladislav; Bogatyreva, Natalia; Grigoryev, Dmitry; Ivanov, Aleksandr; Prusova, Irina; Romanova, Marina; Sarieva, Irena; Terskova, Maria; Hristova, Evgeniya; Kadreva, Veselina Hristova; Janak, Allison; Schei, Vidar; Sverdrup, Therese E.; Askelund, Adrian Dahl; Pineda, Lina Maria Sanabria; Krupić, Dajana; Levitan, Carmel A.; Johannes, Niklas; Ouherrou, Nihal; Say, Nicolas; Sinkolova, Sladjana; Janjić, Kristina; Stojanovska, Marija; Stojanovska, Dragana; Khosla, Meetu; Thomas, Andrew G.; Kung, Franki Y. H.; Bijlstra, Gijsbert; Mosannenzadeh, Farnaz; Balci, Busra Bahar; Reips, Ulf-Dietrich; Baskin, Ernest; Ishkhanyan, Byurakn; Czamanski-Cohen, Johanna; Dixson, Barnaby James Wyld; Moreau, David; Sutherland, Clare A. M.; Chuan-Peng, Hu; Noone, Chris; Flowe, Heather; Anne, Michele; Janssen, Steve M. J.; Topor, Marta; Majeed, Nadyanna M.; Kunisato, Yoshihiko; Yu, Karen; Daches, Shimrit; Hartanto, Andree; Vdovic, Milica; Anton-Boicuk, Lisa; Forbes, Paul A. G.; Kamburidis, Julia; Marinova, Evelina; Nedelcheva-Datsova, Mina; Rachev, Nikolay R.; Stoyanova, Alina; Schmidt, Kathleen; Suchow, Jordan W.; Koptjevskaja-Tamm, Maria; Jernsäther, Teodor; Olofsson, Jonas K.; Bialobrzeska, Olga; Marszalek, Magdalena; Tatachari, Srinivasan; Afhami, Reza; Law, Wilbert; Antfolk, Jan; Žuro, Barbara; Van Doren, Natalia; Soto, Jose A.; Searston, Rachel; Miranda, Jacob; Damnjanović, Kaja; Yeung, Siu Kit; Krupić, Dino; Hoyer, Karlijn; Jaeger, Bastian; Ren, Dongning; Pfuhl, Gerit; Klevjer, Kristoffer; Corral-Frías, Nadia S.; Frias-Armenta, Martha; Lucas, Marc Y.; Torres, Adriana Olaya; Toro, Mónica; Delgado, Lady Grey Javela; Vega, Diego; Solas, Sara Álvarez; Vilar, Roosevelt; Massoni, Sébastien; Frizzo, Thomas; Bran, Alexandre; Vaidis, David C.; Vieira, Luc; Paris, Bastien; Capizzi, Mariagrazia; Coelho, Gabriel Lins De Holanda; Greenburgh, Anna; Whitt, Cassie M.; Tullett, Alexa M.; Du, Xinkai; Volz, Leonhard; Bosma, Minke Jasmijn; Karaarslan, Cemre; Sarıoğuz, Eylül; Allred, Tara Bulut; Korbmacher, Max; Colloff, Melissa F.; Lima, Tiago J. S.; Ribeiro, Matheus Fernando Felix; Verharen, Jeroen P. H.; Karekla, Maria; Karashiali, Christiana; Sunami, Naoyuki; Jaremka, Lisa M.; Storage, Daniel; Habib, Sumaiya; Studzinska, Anna; Hanel, Paul H. P.; Holford, Dawn Liu; Sirota, Miroslav; Wolfe, Kelly; Chiu, Faith; Theodoropoulou, Andriana; Ahn, El Rim; Lin, Yijun; Westgate, Erin C.; Brohmer, Hilmar; Hofer, Gabriela; Dujols, Olivier; Vezirian, Kevin; Feldman, Gilad; Travaglino, Giovanni A.; Ahmed, Afroja; Li, Manyu; Bosch, Jasmijn; Torunsky, Nathan; Bai, Hui; Manavalan, Mathi; Song, Xin; Walczak, Radoslaw B.; Zdybek, Przemysław; Friedemann, Maja; Rosa, Anna Dalla; Kozma, Luca; Alves, Sara G.; Lins, Samuel; Pinto, Isabel R.; Correia, Rita C.; Babinčák, Peter; Banik, Gabriel; Rojas-Berscia, Luis Miguel; Varella, Marco A. C.; Uttley, Jim; Beshears, Julie E.; Thommesen, Katrine Krabbe; Behzadnia, Behzad; Geniole, Shawn N.; Silan, Miguel A.; Maturan, Princess Lovella G.; Vilsmeier, Johannes K.; Tran, Ulrich S.; Izquierdo, Sara Morales; Mensink, Michael C.; Sorokowski, Piotr; Groyecka-Bernard, Agata; Radtke, Theda; Adoric, Vera Cubela; Carpentier, Joelle; Özdoğru, Asil Ali; Joy-Gaba, Jennifer A.; Hedgebeth, Mattie V.; Ishii, Tatsunori; Wichman, Aaron L.; Röer, Jan Philipp; Ostermann, Thomas; Davis, William E.; Suter, Lilian; Papachristopoulos, Konstantinos; Zabel, Chelsea; Onie, Sandersan; Ebersole, Charles R.; Chartier, Christopher R.; Mallik, Peter R.; Urry, Heather L.; Buchanan, Erin M.; Coles, Nicholas A.; Primbs, Maximilian A.; Basnight-Brown, Dana M.; IJzerman, Hans; Forscher, Patrick S.; Moshontz, Hannah","A multi-country test of brief reappraisal interventions on emotions during the COVID-19 pandemic","10.1038/s41562-021-01173-x","https://doi.org/10.6084/m9.figshare.c.4878591",""
"1112","liu",2021,"Journal Of Research In Personality","Stern, Julia; Schild, Christoph; Jones, Benedict C.; DeBruine, Lisa M.; Hahn, Amanda; Puts, David A.; Zettler, Ingo; Kordsmeyer, Tobias L.; Feinberg, David; Zamfir, Dan; Penke, Lars; Arslan, Ruben C.","Do voices carry valid information about a speaker’s personality?","10.1016/j.jrp.2021.104092","https://osf.io/x4jzq/files/d8t43","Stage 1 not formally registered"
"7C3JCFGB","new",2025,"British Journal Of Health Psychology","Theodoropoulou, Andriana; Lisi, Matteo; Rolision, Jonathan; Sirota, Miroslav","The effects of communicating illness diagnostic and treatment information and C-reactive protein test results on people's antibiotic expectations","10.1111/bjhp.70020","https://osf.io/nvgck/files/3xhz4","not formally registered"
"1224","liu",2023,"Quarterly Journal Of Experimental Psychology","Ward, Emma V","Age and processing effects on perceptual and conceptual priming","10.1177/17470218221090128","https://osf.io/anfby/overview",""
"YIVMRZ9P","new",2025,"Developmental Science","James, Emma; Thompson, Paul A.; Bowes, Lucy; Nation, Kate","Language and Beyond: A Registered Report Examining Single and Multiple Risk Models of Later Reading Comprehension Weaknesses","10.1111/desc.70048","https://osf.io/hyzu5/overview",""
"VGZ682I6","new",2026,"British Journal Of Educational Psychology","Demkowicz, Ola; O'Brien, Annie; Hamilton, Suzanne; Burke, Lauren; Alemdar, Melek; Mason, Carla; Anderton, Molly; Nanda, Pratyasha; Corke Butters, Lily; Beissel, Felicitas; Lu, Yizhuo; Chatburn, Eleanor; Humphrey, Neil; Qualter, Pamela","Child and school staff perceptions and experiences of universal social and emotional learning curricula in context: A qualitative case study registered report examining `Passport Skills for Life'","10.1111/bjep.70065","https://osf.io/d6fgq/files/sw67p",""
"1203","liu",2022,"British Journal Of Educational Psychology","Rambo-Hernandez, Karen E.; Makel, Matthew C.; Peters, Scott J.; Worley, Cristina","Differential return on investment: Academic growth in mathematics and reading based on initial performance","10.1111/bjep.12479","https://osf.io/9zmak/files/k36hs","Stage 1 not formally registered"
"ALYEU8FV","new",2025,"Psychophysiology","Rawls, Eric; Sponheim, Scott R.","Oscillatory and Aperiodic Contributions to EEG Event-Related Time-Frequency Metrics During Cognitive Control and Reinforcement Processing: A Registered Report","10.1111/psyp.70073","https://osf.io/s3kpb/files/xgbqr",""
"VA7V264S","new",2023,"Cortex","Jones, Alexander; Silas, Jonathan; Anderson, Wayne; Ward, Emma, V","Null effects of temporal prediction on recognition memory but evidence for differential neural activity at encoding. A registered report","10.1016/j.cortex.2023.09.006","https://osf.io/x3umy/overview",""
"1210","liu",2024,"Attention, Perception, And Psychophysics","Goldenhaus-Manning, David T.; Cooper, Nicholas R.; Loaiza, Vanessa M.","Examining the role of attention during feature binding in visuospatial working memory","10.3758/s13414-023-02655-y","https://osf.io/jr3eh/files/yrm83","Stage 1 not formally registered"
"1135","liu",2021,"Collabra","Locke, Kenneth D; MacDonald, Geoff; Barni, Daniela; Reyes, Jose Alberto S; Morio, Hiroaki; Vargas-Flores, José de Jesús; Ibáñez-Reyes, Joselina; Mastor, Khairul A; Kamble, Shanmukh","Communal Motives Towards Parents and Perceived Self-Parent Agreement","10.1525/collabra.22165","https://osf.io/mtx68/overview",""
"1117","liu",2015,"Frontiers In Psychology","van ’t Veer, Anna E.; Gallucci, Marcello; Stel, Mariëlle; Beest, Ilja van","Unconscious deception detection measured by finger skin temperature and indirect veracity judgments—results of a registered report","10.3389/fpsyg.2015.00672","https://doi.org/10.3389/fpsyg.2014.00442","Stage 1 was published"
"X66P8AX9","new",2025,"Cortex","Clayson, Peter E.; Carbine, Kaylie A.; Shuford, John L.; Mcdonald, Julia B.; Larson, Michael J.","A registered report of preregistration practices in studies of electroencephalogram (EEG) and event-related potentials (ERPs): A first look at accessibility, adherence, transparency, and selection bias","10.1016/j.cortex.2025.02.008","https://osf.io/mxrvt/overview",""
"8S4WMPG7","new",2025,"Journal Of Research In Personality","Junkins, Eleanor J.; Briley, D. A.; Ogolsky, Brian G.; Derringer, Jaime","Registered Report Stage II: Does personality vary by relationship power? An investigation of satisfaction in diverse romantic partnerships","10.1016/j.jrp.2025.104597","https://osf.io/zukqh/overview",""
"ICI9B486","new",2023,"Cortex","Silas, Jonathan; Jones, Alexander; Yarrow, Kielan; Anderson, Wayne","Spatial attention is not affected by alpha or beta transcranial alternating current stimulation: A registered report","10.1016/j.cortex.2023.03.011","https://osf.io/p7ame/registrations",""
"VAPUI7GB","new",2025,"Journal Of Research In Personality","Conway, Christopher C.; Ilagan, Gabrielle S.; Rabasco, Ana; Lopez, Maria Martin; Goodrich, Molly; Kuehn, Kevin S.; King, Kevin M.","Registered Report Stage II: A within-person model of distress tolerance and non-suicidal self-injury among adults with recurrent self-injury","10.1016/j.jrp.2025.104623","https://osf.io/nz5q4/files/5upkt",""
"E3UX6IB3","new",2024,"British Journal Of Social Psychology","Gruber, Robert; Haefner, Michael; Kachel, Sven","Dressing up social psychology: Empirically investigating the psychological functions of clothing using the example of symbolic protection","10.1111/bjso.12700","https://osf.io/4yuz6/files/429br",""
"6SVZ2M34","new",2024,"Psychophysiology","Clayson, Peter E.; Rocha, Harold A.; McDonald, Julia B.; Baldwin, Scott A.; Larson, Michael J.","A registered report of a two-site study of variations of the flanker task: ERN experimental effects and data quality","10.1111/psyp.14607","https://osf.io/qt2zh/files/kub3m",""
"1005","liu",2020,"Nature Human Behaviour","Horne, Kristina S.; Filmer, Hannah L.; Nott, Zoie E.; Hawi, Ziarih; Pugsley, Kealan; Mattingley, Jason B.; Dux, Paul E.","Evidence against benefits from cognitive training and transcranial direct current stimulation in healthy older adults","10.1038/s41562-020-00979-5","https://osf.io/xhrwz/files/mqf3a",""
"1113","liu",2021,"Journal Of Research In Personality","Graham, Eileen K.; James, Bryan D.; Jackson, Kathryn L.; Willroth, Emily C.; Luo, Jing; Beam, Christopher R.; Pedersen, Nancy L.; Reynolds, Chandra A.; Katz, Mindy; Lipton, Richard B.; Boyle, Patricia; Wilson, Robert; Bennett, David A.; Mroczek, Daniel K.","A coordinated analysis of the associations among personality traits, cognitive decline, and dementia in older adulthood","10.1016/j.jrp.2021.104100","https://osf.io/32wgf/registrations",""
"BV9HAAVM","new",2024,"Psychophysiology","Lin, Ting-Yu; Cheng, Hao-Chien; Tsai, Yi-Luen; Liu, Hung-Wen; Hung, Tsung-Min","Effects of resistance exercises on inhibitory control and plasma epinephrine levels: A registered report of a crossover randomized controlled trial","10.1111/psyp.14489","https://osf.io/ehvyf/overview",""
"PCRIMF6K","new",2025,"Cortex","Leu, Chiara; Forest, Sebastien; Legrain, Valery; Liberati, Giulia","The effect of stimulus saliency on the modulation of ongoing neural oscillations related to thermonociception: A registered report","10.1016/j.cortex.2025.02.009","https://osf.io/qbrf2/overview",""
"RF7BK563","new",2024,"Legal And Criminological Psychology","Dudek, Iwona; Polczyk, Romuald","Memory distrust and suggestibility: A registered report","10.1111/lcrp.12249","https://osf.io/4evhq/files/4ztb6?view_only=1d7d03dddffe4a5caaba5bdfa8cbf597",""
"1226","liu",2023,"Quarterly Journal Of Experimental Psychology","Basanovic, Julian; Dondzilo, Laura; Rudaizky, Daniel; Van Bockstaele, Bram","Reliability and convergence of approach/avoidance bias assessment tasks in the food consumption domain","10.1177/17470218221108270","https://osf.io/kd5fn/overview",""
"1158","liu",2022,"Cognition And Emotion","Wirth, Maria; Voss, Andreas; Wirth, Stefan; Rothermund, Klaus","Affect dynamics and well-being: explanatory power of the model of intraindividual variability in affect (MIVA)","10.1080/02699931.2021.1993148","https://osf.io/rwfxg/files/rdh5b","not formally registered"
"1127","liu",2023,"Cognitive Research: Principles And Implications","McKinley, Geoffrey L.; Peterson, Daniel J.","Using objective measures to examine the effect of suspect-filler similarity on eyewitness identification performance","10.1186/s41235-023-00522-w","https://doi.org/10.1186/s41235-022-00442-1","Stage 1 was published"
"1071","liu",2020,"Cortex","Faiola, Eliana; Meyhöfer, Inga; Ettinger, Ulrich","Mechanisms of smooth pursuit eye movements in schizotypy","10.1016/j.cortex.2019.12.008","https://osf.io/m8ve5/overview",""
"RT3FYJ4F","new",2024,"Cortex","Fusco, Gabriele; Scandola, Michele; Lin, Hause; Inzlicht, Michael; Aglioti, Salvatore Maria","Modulating preferences during intertemporal choices through exogenous midfrontal transcranial alternating current stimulation: A registered report","10.1016/j.cortex.2023.09.019","https://osf.io/7v6ed/files/sgrb3",""
"1228","liu",2024,"Infant And Child Development","Duncan, Robert J.; Nordgren, Inga; Schmitt, Sara A.; Vandell, Deborah Lowe","Additive and synergistic relations of early mother–child and caregiver–child interactions and socioeconomic outcomes in adulthood","10.1002/icd.2406","https://osf.io/k9xad/overview",""
"1172","liu",2023,"Consciousness And Cognition","Wisniewski, David; Rigoni, Davide; Vermeylen, Luc; Braem, Senne; Abrahamse, Elger; Brass, Marcel","The impact of free will beliefs on implicit learning","10.1016/j.concog.2022.103448","https://osf.io/6s4yz/registrations",""
"2P8BBZSM","new",2024,"British Journal Of Educational Psychology","Laninga-Wijnen, Lydia; Pouwels, J. Loes; Giletta, Matteo; Salmivalli, Christina","Feeling better now? Being defended diminishes daily mood problems and self-blame in victims of bullying","10.1111/bjep.12717","https://osf.io/nghwm/files/d58bp","Stage 1 isn't an actual ""registration"" on OSF; it's just a file; BUT, they do have a separate registration that is like an ordinary preregistration (https://osf.io/hv5s2/overview)"
"T5WWM3SG","new",2026,"Journal Of Experimental Social Psychology","Zhao, Chenxiao; Noordewier, Marret K.; van Elk, Michiel","Effects of awe on self-transcendence: A registered report study☆","10.1016/j.jesp.2025.104839","https://osf.io/4shdb/registrations",""
"1094","liu",2022,"Cortex","Vicente-Conesa, Francisco; Giménez-Fernández, Tamara; Shanks, David R.; Vadillo, Miguel A.","The role of working memory in contextual cueing of visual attention","10.1016/j.cortex.2022.05.019","https://osf.io/8ypxt/overview","not a direct replication, instead replicating a paradigm/effect"
"1177","liu",2021,"Memory","Marr, Carey; Sauerland, Melanie; Otgaar, Henry; Quaedflieg, Conny W.E.M.; Hope, Lorraine","Mitigating the negative effects of retrieval stress on memory: an arousal reappraisal intervention","10.1080/09658211.2021.1893750","https://osf.io/8a9sq/files/j9f6b","Stage 1 not formally registered"
"K69CH9J8","new",2025,"Psychology & Health","Sezer, Berke; Gucciardi, Daniel F.; Ntoumanis, Nikos; Riddell, Hugh","Investigating the role of goal motives in predicting bedtime procrastination using a daily diary study design: a registered report","10.1080/08870446.2025.2458871","https://osf.io/sd762/overview",""
"GMAP6LC2","new",2024,"European Journal Of Personality","Kraft, Livia; Zimmermann, Johannes; Schmukle, Stefan C.; Czarna, Anna Z.; Sekerdej, Maciej; Dufner, Michael","Who Gets the Credit for Success and the Blame for Failure? On the Links Between Narcissism and Self- and Group-Serving Biases","10.1177/08902070231199366","https://osf.io/sm2ep/files/osfstorage","Stage 1 isn't an actual ""registration"" on OSF; it's just a file; BUT, authors write, ""The stage 1 registered report, analysis script, a draft for the Supplemental Material and study codebook were uploaded before data collection to the OSF: https://osf.io/sm2ep/[Folder “Stage 1 Registered Report (in-principle acceptance)]."" and the RR is dated Sept. 2021 so seems okay"
"1154","liu",2021,"Cognition And Emotion","Horn, Sebastian S.; Freund, Alexandra M.","Adult age differences in remembering gain- and loss-related intentions","10.1080/02699931.2021.1986375","https://osf.io/mv4y3/overview",""
"S9Y75BNQ","new",2026,"British Journal Of Psychology","Breitwieser, Jasmin; Reinelt, Tilman","The effectiveness of implementation intentions in children: A systematic review and meta-analysis","10.1111/bjop.70065","https://osf.io/97vcu/overview","Stage 1 not linked in project page, but found by searching registry"
"1169","liu",2020,"Judgment And Decision Making","Frey, Renato","Decisions from experience: Competitive search and choice in kind and wicked environments","10.1017/S1930297500007415","https://osf.io/etuhq/overview",""
